,pid,condition,timing,trial,hand,PTime
0,Okubo,control,pre,0,right,21.25583792511054
1,Okubo,control,pre,0,left,14.051941953042274
2,Okubo,control,pre,1,right,12.78214119499205
3,Okubo,control,pre,1,left,13.010297455226578
4,Okubo,control,pre,2,right,13.270541954191344
5,Okubo,control,pre,2,left,13.472461403216471
