,pid,condition,timing,trial,hand,PTime
0,sha1,control,pre,0,Right,6.333515664
1,sha1,control,pre,0,Left,4.782845619
0,sha1,control,post,0,Left,1.86743889
1,sha1,control,post,0,Right,0.988264969
