,pid,condition,timing,hand,part,VR,KR
0,P08,control,pre,right,1,5,5
1,P08,control,pre,right,2,5,5
2,P08,control,pre,right,3,5,5
3,P08,control,pre,right,4,5,5
4,P08,control,pre,right,5,5,5
5,P08,control,pre,left,3,5,4
6,P08,control,pre,left,4,5,5
7,P08,control,pre,left,5,5,5
